id,rating,review_text,order_id,product_id,customer_id
REV21117,4,good,ORD11117,PROD107,CUST3897
REV21118,1,"very bad",ORD11118,PROD105,CUST4718
REV21119,3,average,ORD11119,PROD101,CUST5540
REV21120,5,"very good",ORD11120,PROD114,CUST2538
REV21121,1,"very bad",ORD11121,PROD112,CUST2208
REV21122,4,good,ORD11122,PROD108,CUST5000
REV21123,3,average,ORD11123,PROD108,CUST4148
REV21124,4,good,ORD11124,PROD109,CUST5600
REV21125,3,average,ORD11125,PROD101,CUST2880
REV21126,5,"very good",ORD11126,PROD110,CUST4380
REV21127,4,good,ORD11127,PROD111,CUST3879
REV21128,5,"very good",ORD11128,PROD114,CUST3572
REV21129,2,bad,ORD11129,PROD108,CUST5868
REV21130,2,bad,ORD11130,PROD105,CUST1033
REV21131,5,"very good",ORD11131,PROD114,CUST1260
REV21132,1,"very bad",ORD11132,PROD114,CUST2679
REV21133,5,"very good",ORD11133,PROD109,CUST5982
REV21134,5,"very good",ORD11134,PROD105,CUST5868
REV21135,1,"very bad",ORD11135,PROD111,CUST3442
REV21136,4,good,ORD11136,PROD103,CUST4150
REV21137,4,good,ORD11137,PROD105,CUST1522
REV21138,1,"very bad",ORD11138,PROD101,CUST4602
REV21139,3,average,ORD11139,PROD112,CUST2329
REV21140,2,bad,ORD11140,PROD112,CUST3917
REV21141,3,average,ORD11141,PROD100,CUST1827
REV21142,2,bad,ORD11142,PROD100,CUST1079
REV21143,4,good,ORD11143,PROD100,CUST2937
REV21144,5,"very good",ORD11144,PROD102,CUST4379
REV21145,2,bad,ORD11145,PROD103,CUST2444
REV21146,3,average,ORD11146,PROD110,CUST2416
REV21147,4,good,ORD11147,PROD110,CUST5359
REV21148,3,average,ORD11148,PROD110,CUST3078
REV21149,5,"very good",ORD11149,PROD110,CUST5741
REV21150,2,bad,ORD11150,PROD108,CUST4131
REV21151,1,"very bad",ORD11151,PROD113,CUST5055
REV21152,1,"very bad",ORD11152,PROD111,CUST5404
REV21153,4,good,ORD11153,PROD111,CUST5412
REV21154,2,bad,ORD11154,PROD103,CUST4960
REV21155,3,average,ORD11155,PROD107,CUST4158
REV21156,3,average,ORD11156,PROD107,CUST5708
REV21157,5,"very good",ORD11157,PROD107,CUST5300
REV21158,5,"very good",ORD11158,PROD110,CUST3152
REV21159,4,good,ORD11159,PROD110,CUST4459
REV21160,1,"very bad",ORD11160,PROD109,CUST1614
REV21161,4,good,ORD11161,PROD114,CUST5893
REV21162,2,bad,ORD11162,PROD110,CUST4495
REV21163,2,bad,ORD11163,PROD113,CUST3737
REV21164,1,"very bad",ORD11164,PROD104,CUST4214
REV21165,3,average,ORD11165,PROD112,CUST3138
REV21166,1,"very bad",ORD11166,PROD106,CUST3465
REV21167,5,"very good",ORD11167,PROD103,CUST1125
REV21168,3,average,ORD11168,PROD108,CUST3958
REV21169,3,average,ORD11169,PROD103,CUST1307
REV21170,5,"very good",ORD11170,PROD108,CUST3689
REV21171,1,"very bad",ORD11171,PROD102,CUST5817
REV21172,2,bad,ORD11172,PROD108,CUST1050
REV21173,3,average,ORD11173,PROD108,CUST4509
REV21174,2,bad,ORD11174,PROD111,CUST1696
REV21175,2,bad,ORD11175,PROD107,CUST5413
REV21176,5,"very good",ORD11176,PROD112,CUST1193
REV21177,3,average,ORD11177,PROD110,CUST5262
REV21178,2,bad,ORD11178,PROD103,CUST4635
REV21179,3,average,ORD11179,PROD101,CUST5922
REV21180,2,bad,ORD11180,PROD113,CUST5635
REV21181,5,"very good",ORD11181,PROD105,CUST3788
REV21182,1,"very bad",ORD11182,PROD105,CUST1944
REV21183,3,average,ORD11183,PROD104,CUST4335
REV21184,4,good,ORD11184,PROD108,CUST1332
REV21185,4,good,ORD11185,PROD109,CUST5489
REV21186,5,"very good",ORD11186,PROD109,CUST5226
REV21187,5,"very good",ORD11187,PROD109,CUST1125
REV21188,4,good,ORD11188,PROD100,CUST5832
REV21189,2,bad,ORD11189,PROD112,CUST5650
REV21190,3,average,ORD11190,PROD112,CUST3711
REV21191,4,good,ORD11191,PROD104,CUST1690
REV21192,1,"very bad",ORD11192,PROD100,CUST3877
REV21193,5,"very good",ORD11193,PROD102,CUST2523
REV21194,3,average,ORD11194,PROD103,CUST5060
REV21195,4,good,ORD11195,PROD108,CUST5165
REV21196,4,good,ORD11196,PROD105,CUST3452
REV21197,5,"very good",ORD11197,PROD114,CUST1461
REV21198,1,"very bad",ORD11198,PROD110,CUST4568
REV21199,2,bad,ORD11199,PROD102,CUST3703
REV21200,4,good,ORD11200,PROD112,CUST5740
REV21201,1,"very bad",ORD11201,PROD108,CUST2807
REV21202,5,"very good",ORD11202,PROD113,CUST1068
REV21203,1,"very bad",ORD11203,PROD106,CUST2356
REV21204,3,average,ORD11204,PROD107,CUST1143
REV21205,3,average,ORD11205,PROD103,CUST4692
REV21206,4,good,ORD11206,PROD101,CUST1216
REV21207,2,bad,ORD11207,PROD107,CUST2613
REV21208,3,average,ORD11208,PROD109,CUST5750
REV21209,5,"very good",ORD11209,PROD101,CUST4551
REV21210,3,average,ORD11210,PROD113,CUST3299
REV21211,4,good,ORD11211,PROD103,CUST5603
REV21212,1,"very bad",ORD11212,PROD100,CUST5952
REV21213,4,good,ORD11213,PROD101,CUST2661
REV21214,1,"very bad",ORD11214,PROD100,CUST4676
REV21215,5,"very good",ORD11215,PROD110,CUST5200
REV21216,4,good,ORD11216,PROD113,CUST3761
REV21217,5,"very good",ORD11217,PROD101,CUST2010
REV21218,3,average,ORD11218,PROD107,CUST3817
REV21219,5,"very good",ORD11219,PROD112,CUST4383
REV21220,5,"very good",ORD11220,PROD105,CUST5774
REV21221,4,good,ORD11221,PROD101,CUST1921
REV21222,5,"very good",ORD11222,PROD102,CUST3552
REV21223,1,"very bad",ORD11223,PROD111,CUST2128
REV21224,4,good,ORD11224,PROD112,CUST5017
REV21225,3,average,ORD11225,PROD105,CUST4076
REV21226,2,bad,ORD11226,PROD107,CUST1351
REV21227,1,"very bad",ORD11227,PROD109,CUST4911
REV21228,3,average,ORD11228,PROD109,CUST5790
REV21229,5,"very good",ORD11229,PROD105,CUST5165
REV21230,2,bad,ORD11230,PROD101,CUST4259
REV21231,1,"very bad",ORD11231,PROD114,CUST4688
REV21232,2,bad,ORD11232,PROD105,CUST1196
REV21233,3,average,ORD11233,PROD108,CUST1739
REV21234,2,bad,ORD11234,PROD113,CUST5473
REV21235,3,average,ORD11235,PROD102,CUST1268
REV21236,4,good,ORD11236,PROD113,CUST2778
REV21237,3,average,ORD11237,PROD109,CUST3180
REV21238,4,good,ORD11238,PROD111,CUST2192
REV21239,4,good,ORD11239,PROD112,CUST2119
REV21240,1,"very bad",ORD11240,PROD104,CUST4188
REV21241,3,average,ORD11241,PROD111,CUST2352
REV21242,3,average,ORD11242,PROD100,CUST2947
REV21243,2,bad,ORD11243,PROD111,CUST1555
REV21244,4,good,ORD11244,PROD107,CUST4484
REV21245,1,"very bad",ORD11245,PROD100,CUST5093
REV21246,1,"very bad",ORD11246,PROD105,CUST2919
REV21247,5,"very good",ORD11247,PROD109,CUST2133
REV21248,2,bad,ORD11248,PROD109,CUST5217
REV21249,4,good,ORD11249,PROD110,CUST5802
REV21250,1,"very bad",ORD11250,PROD113,CUST4344
REV21251,5,"very good",ORD11251,PROD103,CUST5979
REV21252,4,good,ORD11252,PROD105,CUST3414
REV21253,5,"very good",ORD11253,PROD106,CUST3562
REV21254,5,"very good",ORD11254,PROD110,CUST3507
REV21255,2,bad,ORD11255,PROD113,CUST4201
REV21256,1,"very bad",ORD11256,PROD112,CUST3331
REV21257,2,bad,ORD11257,PROD104,CUST5991
REV21258,5,"very good",ORD11258,PROD108,CUST4561
REV21259,4,good,ORD11259,PROD112,CUST3868
REV21260,1,"very bad",ORD11260,PROD110,CUST4634
REV21261,4,good,ORD11261,PROD109,CUST4670
REV21262,2,bad,ORD11262,PROD113,CUST4724
REV21263,4,good,ORD11263,PROD100,CUST5079
REV21264,1,"very bad",ORD11264,PROD106,CUST4590
REV21265,1,"very bad",ORD11265,PROD110,CUST2758
REV21266,2,bad,ORD11266,PROD101,CUST3933
REV21267,2,bad,ORD11267,PROD112,CUST3210
REV21268,3,average,ORD11268,PROD103,CUST4130
REV21269,2,bad,ORD11269,PROD106,CUST2892
REV21270,4,good,ORD11270,PROD106,CUST2473
REV21271,1,"very bad",ORD11271,PROD104,CUST2311
REV21272,3,average,ORD11272,PROD113,CUST5636
REV21273,4,good,ORD11273,PROD104,CUST4954
REV21274,3,average,ORD11274,PROD102,CUST1137
REV21275,2,bad,ORD11275,PROD110,CUST2620
REV21276,4,good,ORD11276,PROD101,CUST1164
REV21277,5,"very good",ORD11277,PROD102,CUST2341
REV21278,5,"very good",ORD11278,PROD114,CUST4326
REV21279,4,good,ORD11279,PROD114,CUST2434
REV21280,2,bad,ORD11280,PROD106,CUST5196
REV21281,3,average,ORD11281,PROD101,CUST3320
REV21282,2,bad,ORD11282,PROD112,CUST3314
REV21283,3,average,ORD11283,PROD108,CUST3566
REV21284,3,average,ORD11284,PROD112,CUST4977
REV21285,4,good,ORD11285,PROD109,CUST2614
REV21286,2,bad,ORD11286,PROD100,CUST2963
REV21287,5,"very good",ORD11287,PROD100,CUST4665
REV21288,4,good,ORD11288,PROD106,CUST2452
REV21289,2,bad,ORD11289,PROD108,CUST2861
REV21290,4,good,ORD11290,PROD109,CUST5161
REV21291,4,good,ORD11291,PROD107,CUST4506
REV21292,5,"very good",ORD11292,PROD108,CUST5994
REV21293,3,average,ORD11293,PROD110,CUST1666
REV21294,1,"very bad",ORD11294,PROD108,CUST5500
REV21295,1,"very bad",ORD11295,PROD105,CUST1322
REV21296,2,bad,ORD11296,PROD103,CUST4246
REV21297,2,bad,ORD11297,PROD106,CUST3726
REV21298,1,"very bad",ORD11298,PROD108,CUST5156
REV21299,1,"very bad",ORD11299,PROD107,CUST1704
REV21300,3,average,ORD11300,PROD102,CUST4860
REV21301,2,bad,ORD11301,PROD112,CUST1309
REV21302,4,good,ORD11302,PROD110,CUST3684
REV21303,2,bad,ORD11303,PROD114,CUST4467
REV21304,3,average,ORD11304,PROD106,CUST1659
REV21305,5,"very good",ORD11305,PROD109,CUST4847
REV21306,5,"very good",ORD11306,PROD110,CUST2375
REV21307,1,"very bad",ORD11307,PROD103,CUST1358
REV21308,1,"very bad",ORD11308,PROD108,CUST2685
REV21309,2,bad,ORD11309,PROD107,CUST2393
REV21310,1,"very bad",ORD11310,PROD101,CUST5705
REV21311,4,good,ORD11311,PROD100,CUST2069
REV21312,1,"very bad",ORD11312,PROD109,CUST4655
REV21313,4,good,ORD11313,PROD105,CUST4203
REV21314,3,average,ORD11314,PROD102,CUST2241
REV21315,1,"very bad",ORD11315,PROD109,CUST4050
REV21316,2,bad,ORD11316,PROD110,CUST5885
REV21317,2,bad,ORD11317,PROD101,CUST5889
REV21318,3,average,ORD11318,PROD105,CUST5655
REV21319,5,"very good",ORD11319,PROD105,CUST2305
REV21320,2,bad,ORD11320,PROD114,CUST3809
REV21321,2,bad,ORD11321,PROD111,CUST1886
REV21322,1,"very bad",ORD11322,PROD100,CUST5430
REV21323,3,average,ORD11323,PROD112,CUST3121
REV21324,2,bad,ORD11324,PROD105,CUST2548
REV21325,1,"very bad",ORD11325,PROD100,CUST4040
REV21326,3,average,ORD11326,PROD108,CUST4999
REV21327,1,"very bad",ORD11327,PROD109,CUST2750
REV21328,3,average,ORD11328,PROD112,CUST2160
REV21329,2,bad,ORD11329,PROD103,CUST4607
REV21330,2,bad,ORD11330,PROD105,CUST5880
REV21331,5,"very good",ORD11331,PROD111,CUST5422
REV21332,5,"very good",ORD11332,PROD107,CUST1674
REV21333,1,"very bad",ORD11333,PROD105,CUST2476
REV21334,3,average,ORD11334,PROD107,CUST3027
REV21335,1,"very bad",ORD11335,PROD106,CUST2684
REV21336,2,bad,ORD11336,PROD112,CUST5035
REV21337,3,average,ORD11337,PROD101,CUST2429
REV21338,4,good,ORD11338,PROD107,CUST1793
REV21339,2,bad,ORD11339,PROD105,CUST3763
REV21340,2,bad,ORD11340,PROD111,CUST4358
REV21341,5,"very good",ORD11341,PROD109,CUST3731
REV21342,3,average,ORD11342,PROD102,CUST3479
REV21343,1,"very bad",ORD11343,PROD100,CUST5937
REV21344,4,good,ORD11344,PROD106,CUST2119
REV21345,2,bad,ORD11345,PROD114,CUST1624
REV21346,5,"very good",ORD11346,PROD111,CUST5605
REV21347,1,"very bad",ORD11347,PROD113,CUST2234
REV21348,3,average,ORD11348,PROD100,CUST3967
REV21349,2,bad,ORD11349,PROD105,CUST4718
REV21350,1,"very bad",ORD11350,PROD107,CUST5410
REV21351,2,bad,ORD11351,PROD109,CUST2352
REV21352,3,average,ORD11352,PROD100,CUST1355
REV21353,5,"very good",ORD11353,PROD105,CUST1631
REV21354,1,"very bad",ORD11354,PROD110,CUST5606
REV21355,2,bad,ORD11355,PROD111,CUST4647
REV21356,5,"very good",ORD11356,PROD103,CUST3619
REV21357,3,average,ORD11357,PROD101,CUST1115
REV21358,2,bad,ORD11358,PROD113,CUST1928
REV21359,5,"very good",ORD11359,PROD101,CUST2962
REV21360,5,"very good",ORD11360,PROD107,CUST3373
REV21361,4,good,ORD11361,PROD102,CUST3868
REV21362,2,bad,ORD11362,PROD112,CUST5969
REV21363,3,average,ORD11363,PROD102,CUST1267
REV21364,4,good,ORD11364,PROD110,CUST3716
REV21365,3,average,ORD11365,PROD107,CUST4568
REV21366,5,"very good",ORD11366,PROD111,CUST2971
REV21367,2,bad,ORD11367,PROD107,CUST2318
REV21368,5,"very good",ORD11368,PROD102,CUST4123
REV21369,4,good,ORD11369,PROD112,CUST5745
REV21370,4,good,ORD11370,PROD102,CUST5147
REV21371,3,average,ORD11371,PROD101,CUST2158
REV21372,2,bad,ORD11372,PROD105,CUST2896
REV21373,3,average,ORD11373,PROD100,CUST4642
REV21374,2,bad,ORD11374,PROD110,CUST2674
REV21375,1,"very bad",ORD11375,PROD113,CUST4473
REV21376,3,average,ORD11376,PROD108,CUST2186
REV21377,3,average,ORD11377,PROD104,CUST3525
REV21378,2,bad,ORD11378,PROD110,CUST4953
REV21379,5,"very good",ORD11379,PROD102,CUST3719
REV21380,2,bad,ORD11380,PROD112,CUST1098
REV21381,1,"very bad",ORD11381,PROD108,CUST3784
REV21382,5,"very good",ORD11382,PROD102,CUST1958
REV21383,2,bad,ORD11383,PROD106,CUST1214
REV21384,3,average,ORD11384,PROD106,CUST5258
REV21385,5,"very good",ORD11385,PROD100,CUST1762
REV21386,5,"very good",ORD11386,PROD106,CUST3421
REV21387,5,"very good",ORD11387,PROD101,CUST5604
REV21388,4,good,ORD11388,PROD106,CUST5375
REV21389,2,bad,ORD11389,PROD112,CUST2382
REV21390,4,good,ORD11390,PROD112,CUST2231
REV21391,2,bad,ORD11391,PROD112,CUST3151
REV21392,1,"very bad",ORD11392,PROD106,CUST5627
REV21393,3,average,ORD11393,PROD100,CUST4949
REV21394,5,"very good",ORD11394,PROD104,CUST5309
REV21395,1,"very bad",ORD11395,PROD106,CUST3006
REV21396,3,average,ORD11396,PROD104,CUST3279
REV21397,3,average,ORD11397,PROD101,CUST2987
REV21398,2,bad,ORD11398,PROD109,CUST1155
REV21399,1,"very bad",ORD11399,PROD109,CUST2366
REV21400,1,"very bad",ORD11400,PROD106,CUST2930
REV21401,2,bad,ORD11401,PROD108,CUST1301
REV21402,5,"very good",ORD11402,PROD107,CUST3541
REV21403,4,good,ORD11403,PROD101,CUST5539
REV21404,5,"very good",ORD11404,PROD105,CUST4581
REV21405,2,bad,ORD11405,PROD102,CUST4689
REV21406,2,bad,ORD11406,PROD113,CUST5892
REV21407,3,average,ORD11407,PROD113,CUST1940
REV21408,3,average,ORD11408,PROD111,CUST3743
REV21409,2,bad,ORD11409,PROD108,CUST4510
REV21410,2,bad,ORD11410,PROD102,CUST4156
REV21411,3,average,ORD11411,PROD102,CUST5695
REV21412,1,"very bad",ORD11412,PROD108,CUST3560
REV21413,1,"very bad",ORD11413,PROD108,CUST4137
REV21414,4,good,ORD11414,PROD101,CUST4356
REV21415,5,"very good",ORD11415,PROD112,CUST4441
REV21416,5,"very good",ORD11416,PROD112,CUST4049
REV21417,1,"very bad",ORD11417,PROD105,CUST3574
REV21418,4,good,ORD11418,PROD107,CUST4704
REV21419,3,average,ORD11419,PROD113,CUST3698
REV21420,1,"very bad",ORD11420,PROD107,CUST4635
REV21421,1,"very bad",ORD11421,PROD110,CUST4068
REV21422,4,good,ORD11422,PROD113,CUST4556
REV21423,2,bad,ORD11423,PROD105,CUST5258
REV21424,2,bad,ORD11424,PROD104,CUST2276
REV21425,1,"very bad",ORD11425,PROD106,CUST1810
REV21426,3,average,ORD11426,PROD107,CUST1605
REV21427,1,"very bad",ORD11427,PROD104,CUST2268
REV21428,3,average,ORD11428,PROD112,CUST3108
REV21429,1,"very bad",ORD11429,PROD106,CUST2628
REV21430,3,average,ORD11430,PROD111,CUST5022
REV21431,2,bad,ORD11431,PROD102,CUST5057
REV21432,2,bad,ORD11432,PROD102,CUST2054
REV21433,4,good,ORD11433,PROD104,CUST2601
REV21434,4,good,ORD11434,PROD105,CUST1617
REV21435,2,bad,ORD11435,PROD103,CUST3436
REV21436,3,average,ORD11436,PROD103,CUST4341
REV21437,3,average,ORD11437,PROD108,CUST3347
REV21438,4,good,ORD11438,PROD103,CUST4369
REV21439,2,bad,ORD11439,PROD103,CUST4987
REV21440,3,average,ORD11440,PROD114,CUST1911
REV21441,1,"very bad",ORD11441,PROD107,CUST5129
REV21442,5,"very good",ORD11442,PROD101,CUST5837
REV21443,2,bad,ORD11443,PROD112,CUST4406
REV21444,1,"very bad",ORD11444,PROD112,CUST4169
REV21445,1,"very bad",ORD11445,PROD107,CUST1797
REV21446,1,"very bad",ORD11446,PROD111,CUST2708
REV21447,5,"very good",ORD11447,PROD103,CUST1769
REV21448,1,"very bad",ORD11448,PROD114,CUST2580
REV21449,1,"very bad",ORD11449,PROD112,CUST5850
REV21450,2,bad,ORD11450,PROD103,CUST5813
REV21451,3,average,ORD11451,PROD104,CUST2021
REV21452,3,average,ORD11452,PROD108,CUST1833
REV21453,1,"very bad",ORD11453,PROD114,CUST4491
REV21454,1,"very bad",ORD11454,PROD112,CUST3237
REV21455,3,average,ORD11455,PROD104,CUST5598
REV21456,4,good,ORD11456,PROD106,CUST1402
REV21457,4,good,ORD11457,PROD110,CUST1945
REV21458,4,good,ORD11458,PROD108,CUST2063
REV21459,5,"very good",ORD11459,PROD109,CUST4943
REV21460,2,bad,ORD11460,PROD100,CUST1820
REV21461,2,bad,ORD11461,PROD107,CUST1010
REV21462,1,"very bad",ORD11462,PROD104,CUST3502
REV21463,5,"very good",ORD11463,PROD101,CUST3426
REV21464,2,bad,ORD11464,PROD106,CUST2096
REV21465,5,"very good",ORD11465,PROD101,CUST5756
REV21466,1,"very bad",ORD11466,PROD114,CUST5814
REV21467,3,average,ORD11467,PROD104,CUST1383
REV21468,1,"very bad",ORD11468,PROD101,CUST3956
REV21469,2,bad,ORD11469,PROD111,CUST4939
REV21470,5,"very good",ORD11470,PROD111,CUST1425
REV21471,3,average,ORD11471,PROD108,CUST3817
REV21472,3,average,ORD11472,PROD103,CUST3386
REV21473,1,"very bad",ORD11473,PROD102,CUST4037
REV21474,4,good,ORD11474,PROD105,CUST4937
REV21475,3,average,ORD11475,PROD106,CUST2630
REV21476,5,"very good",ORD11476,PROD113,CUST4889
REV21477,4,good,ORD11477,PROD100,CUST4178
REV21478,2,bad,ORD11478,PROD109,CUST4614
REV21479,1,"very bad",ORD11479,PROD100,CUST1839
REV21480,3,average,ORD11480,PROD100,CUST4767
REV21481,5,"very good",ORD11481,PROD114,CUST3287
REV21482,4,good,ORD11482,PROD113,CUST3207
REV21483,1,"very bad",ORD11483,PROD105,CUST3246
REV21484,4,good,ORD11484,PROD114,CUST2332
REV21485,3,average,ORD11485,PROD107,CUST2925
REV21486,4,good,ORD11486,PROD102,CUST3174
REV21487,1,"very bad",ORD11487,PROD101,CUST5110
REV21488,4,good,ORD11488,PROD104,CUST3812
REV21489,2,bad,ORD11489,PROD108,CUST1423
REV21490,3,average,ORD11490,PROD114,CUST2684
REV21491,4,good,ORD11491,PROD107,CUST4704
REV21492,4,good,ORD11492,PROD105,CUST4053
REV21493,5,"very good",ORD11493,PROD101,CUST1703
REV21494,1,"very bad",ORD11494,PROD107,CUST4243
REV21495,2,bad,ORD11495,PROD100,CUST3168
REV21496,4,good,ORD11496,PROD106,CUST5155
REV21497,1,"very bad",ORD11497,PROD114,CUST3965
REV21498,3,average,ORD11498,PROD100,CUST4807
REV21499,3,average,ORD11499,PROD112,CUST2876
REV21500,1,"very bad",ORD11500,PROD105,CUST5799
REV21501,5,"very good",ORD11501,PROD111,CUST5443
REV21502,3,average,ORD11502,PROD106,CUST1097
REV21503,4,good,ORD11503,PROD101,CUST4038
REV21504,1,"very bad",ORD11504,PROD104,CUST4497
REV21505,1,"very bad",ORD11505,PROD110,CUST2382
REV21506,1,"very bad",ORD11506,PROD102,CUST4926
REV21507,1,"very bad",ORD11507,PROD105,CUST5445
REV21508,4,good,ORD11508,PROD113,CUST2192
REV21509,4,good,ORD11509,PROD101,CUST5670
REV21510,2,bad,ORD11510,PROD110,CUST2620
REV21511,4,good,ORD11511,PROD110,CUST2686
REV21512,4,good,ORD11512,PROD101,CUST2525
REV21513,3,average,ORD11513,PROD105,CUST5779
REV21514,3,average,ORD11514,PROD103,CUST1727
REV21515,3,average,ORD11515,PROD108,CUST4866
REV21516,1,"very bad",ORD11516,PROD112,CUST4301
REV21517,1,"very bad",ORD11517,PROD113,CUST4055
REV21518,4,good,ORD11518,PROD105,CUST3476
REV21519,2,bad,ORD11519,PROD106,CUST5513
REV21520,1,"very bad",ORD11520,PROD106,CUST3271
REV21521,3,average,ORD11521,PROD111,CUST3441
REV21522,3,average,ORD11522,PROD105,CUST3745
REV21523,3,average,ORD11523,PROD111,CUST2805
REV21524,5,"very good",ORD11524,PROD112,CUST4333
REV21525,1,"very bad",ORD11525,PROD108,CUST3428
REV21526,4,good,ORD11526,PROD103,CUST5736
REV21527,1,"very bad",ORD11527,PROD106,CUST1541
REV21528,2,bad,ORD11528,PROD106,CUST3424
REV21529,1,"very bad",ORD11529,PROD104,CUST5040
REV21530,2,bad,ORD11530,PROD108,CUST2178
REV21531,4,good,ORD11531,PROD105,CUST2258
REV21532,3,average,ORD11532,PROD101,CUST4194
REV21533,3,average,ORD11533,PROD107,CUST2162
REV21534,4,good,ORD11534,PROD102,CUST1244
REV21535,2,bad,ORD11535,PROD111,CUST2579
REV21536,4,good,ORD11536,PROD112,CUST3589
REV21537,5,"very good",ORD11537,PROD103,CUST5524
REV21538,5,"very good",ORD11538,PROD113,CUST4006
REV21539,2,bad,ORD11539,PROD110,CUST3882
REV21540,2,bad,ORD11540,PROD112,CUST4961
REV21541,1,"very bad",ORD11541,PROD111,CUST3798
REV21542,1,"very bad",ORD11542,PROD103,CUST2833
REV21543,5,"very good",ORD11543,PROD114,CUST5543
REV21544,4,good,ORD11544,PROD108,CUST4925
REV21545,3,average,ORD11545,PROD103,CUST2718
REV21546,3,average,ORD11546,PROD104,CUST3403
REV21547,2,bad,ORD11547,PROD108,CUST2302
REV21548,4,good,ORD11548,PROD110,CUST3002
REV21549,2,bad,ORD11549,PROD110,CUST3801
REV21550,4,good,ORD11550,PROD108,CUST5876
REV21551,3,average,ORD11551,PROD108,CUST1678
REV21552,3,average,ORD11552,PROD100,CUST1274
REV21553,4,good,ORD11553,PROD107,CUST5332
REV21554,2,bad,ORD11554,PROD100,CUST1099
REV21555,3,average,ORD11555,PROD112,CUST4925
REV21556,4,good,ORD11556,PROD106,CUST5160
REV21557,2,bad,ORD11557,PROD111,CUST4503
REV21558,3,average,ORD11558,PROD101,CUST2053
REV21559,1,"very bad",ORD11559,PROD107,CUST4533
REV21560,4,good,ORD11560,PROD106,CUST4904
REV21561,2,bad,ORD11561,PROD108,CUST1859
REV21562,1,"very bad",ORD11562,PROD101,CUST1533
REV21563,5,"very good",ORD11563,PROD104,CUST2045
REV21564,4,good,ORD11564,PROD103,CUST5523
REV21565,4,good,ORD11565,PROD111,CUST4565
REV21566,1,"very bad",ORD11566,PROD113,CUST1094
REV21567,4,good,ORD11567,PROD103,CUST5024
REV21568,2,bad,ORD11568,PROD106,CUST5984
REV21569,5,"very good",ORD11569,PROD106,CUST1575
REV21570,5,"very good",ORD11570,PROD114,CUST2494
REV21571,5,"very good",ORD11571,PROD113,CUST1648
REV21572,5,"very good",ORD11572,PROD112,CUST3465
REV21573,3,average,ORD11573,PROD101,CUST5045
REV21574,1,"very bad",ORD11574,PROD112,CUST5805
REV21575,1,"very bad",ORD11575,PROD109,CUST1280
REV21576,5,"very good",ORD11576,PROD110,CUST3633
REV21577,2,bad,ORD11577,PROD102,CUST1007
REV21578,3,average,ORD11578,PROD105,CUST4534
REV21579,5,"very good",ORD11579,PROD106,CUST2883
REV21580,1,"very bad",ORD11580,PROD109,CUST3335
REV21581,5,"very good",ORD11581,PROD100,CUST5027
REV21582,2,bad,ORD11582,PROD102,CUST5616
REV21583,2,bad,ORD11583,PROD102,CUST4921
REV21584,4,good,ORD11584,PROD108,CUST2236
REV21585,4,good,ORD11585,PROD107,CUST1609
REV21586,2,bad,ORD11586,PROD112,CUST4745
REV21587,1,"very bad",ORD11587,PROD112,CUST1699
REV21588,1,"very bad",ORD11588,PROD114,CUST1952
REV21589,5,"very good",ORD11589,PROD107,CUST1636
REV21590,3,average,ORD11590,PROD108,CUST5005
REV21591,3,average,ORD11591,PROD104,CUST3266
REV21592,1,"very bad",ORD11592,PROD101,CUST2109
REV21593,2,bad,ORD11593,PROD113,CUST2201
REV21594,4,good,ORD11594,PROD110,CUST5983
REV21595,1,"very bad",ORD11595,PROD109,CUST4342
REV21596,1,"very bad",ORD11596,PROD111,CUST1387
REV21597,5,"very good",ORD11597,PROD106,CUST2254
REV21598,3,average,ORD11598,PROD106,CUST1292
REV21599,5,"very good",ORD11599,PROD113,CUST5939
REV21600,5,"very good",ORD11600,PROD101,CUST5156
REV21601,2,bad,ORD11601,PROD102,CUST1739
REV21602,5,"very good",ORD11602,PROD102,CUST3394
REV21603,4,good,ORD11603,PROD112,CUST3436
REV21604,1,"very bad",ORD11604,PROD104,CUST1628
REV21605,2,bad,ORD11605,PROD114,CUST2168
REV21606,2,bad,ORD11606,PROD108,CUST1282
REV21607,3,average,ORD11607,PROD110,CUST1220
REV21608,2,bad,ORD11608,PROD104,CUST4485
REV21609,5,"very good",ORD11609,PROD102,CUST3609
REV21610,4,good,ORD11610,PROD108,CUST4780
REV21611,2,bad,ORD11611,PROD113,CUST3763
REV21612,1,"very bad",ORD11612,PROD100,CUST4836
REV21613,3,average,ORD11613,PROD110,CUST4679
REV21614,3,average,ORD11614,PROD110,CUST5302
REV21615,2,bad,ORD11615,PROD108,CUST4568
REV21616,4,good,ORD11616,PROD106,CUST2723
REV21617,1,"very bad",ORD11617,PROD108,CUST3305
REV21618,3,average,ORD11618,PROD106,CUST5185
REV21619,4,good,ORD11619,PROD103,CUST5726
REV21620,1,"very bad",ORD11620,PROD107,CUST5498
REV21621,5,"very good",ORD11621,PROD108,CUST2576
REV21622,4,good,ORD11622,PROD102,CUST2977
REV21623,1,"very bad",ORD11623,PROD104,CUST3029
REV21624,5,"very good",ORD11624,PROD101,CUST3431
REV21625,4,good,ORD11625,PROD104,CUST4090
REV21626,5,"very good",ORD11626,PROD104,CUST5324
REV21627,2,bad,ORD11627,PROD108,CUST4282
REV21628,2,bad,ORD11628,PROD111,CUST5066
REV21629,1,"very bad",ORD11629,PROD111,CUST3295
